"Name","State","Notes","User","Tags","Created","Runtime","Sweep","cfg_file","dataset.dataset_name","dataset.num_samples","dataset.seq_len","dataset.task","device","draft_model.attn_implementation","draft_model.dtype","draft_model.model_name_or_path","target_model.attn_implementation","target_model.dtype","target_model.model_name_or_path","target_sparse_config.kernel_size","target_sparse_config.max_capacity_prompt","target_sparse_config.query_aggregation","target_sparse_config.sparse_type","target_sparse_config.window_size","draft_model.num_eval_tokens","target_sparse_config.num_vertical","target_sparse_config.pooling","target_sparse_config.prefill_window_size","draft_input_ratio","draft_nulls","draft_score","draft_score_all","perf/draft/compressed_input_size","perf/draft/compressed_input_size_mean","perf/draft/full_input_size","perf/draft/full_input_size_mean","perf/draft/input_length","perf/draft/input_length_mean","perf/draft/input_ratio","perf/draft/input_ratio_mean","perf/draft/mem_gb_after/generate","perf/draft/mem_gb_before/generate","perf/draft/output_length","perf/draft/output_length_mean","perf/draft/time/generate","perf/target/compressed_input_size","perf/target/compressed_input_size_mean","perf/target/full_input_size","perf/target/full_input_size_mean","perf/target/input_length","perf/target/input_length_mean","perf/target/input_ratio","perf/target/input_ratio_mean","perf/target/mem_gb_after/generate","perf/target/mem_gb_before/generate","perf/target/output_length","perf/target/output_length_mean","perf/target/time/generate","target_input_ratio","target_nulls","target_score","target_score_all"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00024","failed","-","","","2025-04-23T05:54:08.000Z","449","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00024.yaml","longbench","50","","multi_news","0,1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0006321882642126078","","17.87","0.22522522183589","1","1","1601","2504.28","1601","2504.28","0.0006246096189881324","0.0006321882642126078","9.555710792541504","9.43212604522705","64","64","0.9888827800750732","946","","946","","946","","1","","9.611414432525637","9.432126998901367","342","","9.84835958480835","","","",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00022","finished","-","","","2025-04-23T05:39:48.000Z","858","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00022.yaml","longbench","50","","gov_report","0,1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.000124254791287188","","16.24","0.1672727248386116","1","1","6476","11507.48","6476","11507.48","0.00015441630636195183","0.000124254791287188","9.927846908569336","9.43212604522705","64","64","1.167585372924805","6476","11507.48","6476","11507.48","6476","11507.48","1","1","10.162339210510254","9.432126998901367","474","441.2","15.031794548034668","1","","26.49","0.23943661477660969"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00016","finished","-","","","2025-04-23T05:31:05.000Z","521","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00016.yaml","longbench","50","","narrativeqa","0,1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0000516098910217567","","16.98","0","1","1","13569","28729.98","13569","28729.98","0.00007369739848183359","0.0000516098910217567","2.1679329872131348","1.1808185577392578","38","16.18","1.1907837390899658","13569","28729.98","13569","28729.98","13569","28729.98","1","1","10.892523288726808","9.432126998901367","8","9.56","3.745648860931397","1","","26","0.3636363636363636"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00008","failed","-","","","2025-04-23T05:23:27.000Z","449","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00008.yaml","longbench","50","","multi_news","0,1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0006321882642126078","","17.87","0.22522522183589","1","1","1601","2504.28","1601","2504.28","0.0006246096189881324","0.0006321882642126078","9.555710792541504","9.43212604522705","64","64","0.9800083637237548","946","","946","","946","","1","","9.569538116455078","9.432126998901367","308","","9.024465560913086","","","",""
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00006","finished","-","","","2025-04-23T05:09:23.000Z","842","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00006.yaml","longbench","50","","gov_report","0,1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.000124254791287188","","16.24","0.1672727248386116","1","1","6476","11507.48","6476","11507.48","0.00015441630636195183","0.000124254791287188","9.927846908569336","9.43212604522705","64","64","1.183612585067749","6476","11507.48","6476","11507.48","6476","11507.48","1","1","10.141830444335938","9.432126998901367","427","423","13.859060525894163","1","","24.05","0.2621359174361392"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00000","finished","-","","","2025-04-23T05:00:34.000Z","527","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00000.yaml","longbench","50","","narrativeqa","0,1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","256","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0000516098910217567","","16.98","0","1","1","13569","28729.98","13569","28729.98","0.00007369739848183359","0.0000516098910217567","2.1679329872131348","1.1808185577392578","38","16.18","1.195448637008667","13569","28729.98","13569","28729.98","13569","28729.98","1","1","10.87122631072998","9.432126998901367","9","13.34","3.785834550857544","1","","23.73","0.16666666666666666"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00031","finished","-","","","2025-04-23T04:54:49.000Z","277","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00031.yaml","longbench","50","","repobench-p","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0001422102178068484","","38.7","0.96","1","1","4310","10103.5","4310","10103.5","0.0002320185614849188","0.0001422102178068484","17.694602966308594","17.298851490020752","64","64","0.8438186645507812","4310","10103.5","4310","10103.5","4310","10103.5","1","1","17.830143451690674","17.26838207244873","64","64","2.654613733291626","1","","52.16","0.98"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00030","finished","-","","","2025-04-23T04:52:14.000Z","164","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00030.yaml","longbench","50","","lcc","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00042586482577622","","28.48","0.47","1","1","2761","3038.62","2761","3038.62","0.0003621876131836291","0.00042586482577622","17.55157709121704","17.29797649383545","64","64","0.7916414737701416","2761","3038.62","2761","3038.62","2761","3038.62","1","1","17.654911041259766","17.26746892929077","64","64","2.2145800590515137","1","","45.66","0.19"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00029","finished","-","","","2025-04-23T04:51:15.000Z","212","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00029.yaml","longbench","50","","passage_retrieval_en","1","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.0000804742779338311","","2","0","1","1","13959","12562.02","13959","12562.02","0.00007163836951070993","0.0000804742779338311","18.552670001983643","17.270291328430176","4","4","0.7017884254455566","13959","12562.02","13959","12562.02","13959","12562.02","1","1","18.90029811859131","17.26852560043335","4","4","3.7626383304595943","1","","100","1"
"draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00028","finished","-","","","2025-04-23T04:47:58.000Z","254","","cfg/draft1_target1/Llama-3.1-8B-Instruct/ethan/ethan_longbench2/longbench/sparse_prefill_snapkv/00028.yaml","longbench","50","","passage_count","0","flash_attention_2","bfloat16","meta-llama/Llama-3.2-1B-Instruct","flash_attention_2","bfloat16","meta-llama/Llama-3.1-8B-Instruct","5","512","max","sparse_prefill_snapkv","32","64","2048","max","2048","0.00007521057139330047","","2","0","1","1","12396","15009.7","12396","15009.7","0.00008067118425298483","0.00007521057139330047","18.41174030303955","17.27280855178833","11","10.5","0.6756510734558105","12396","15009.7","12396","15009.7","12396","15009.7","1","1","18.728740692138672","17.267682552337646","15","6.78","3.5455503463745117","1","","6.2","0"
